Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 0, 0, 0, 0, 0, 2, 0 
0.000000, 0, 0, 0, 0, 0, 3, 0 
0.000000, 0, 0, 0, 0, 0, 4, 0 
0.000000, 0, 0, 0, 0, 0, 5, 0 
0.000000, 0, 0, 0, 0, 0, 6, 0 
0.000000, 0, 0, 0, 0, 0, 7, 0 
0.000000, 0, 0, 0, 0, 0, 8, 0 
0.000000, 0, 0, 0, 0, 0, 9, 0 
0.000000, 2, 0, 0, 0, 0, 9, 1 
0.000000, 2, 0, 0, 0, 0, 10, 1 
0.000000, 2, 0, 0, 0, 0, 11, 1 
0.000000, 2, 0, 0, 0, 0, 12, 1 
0.000000, 4, 0, 0, 0, 0, 12, 2 
0.000000, 4, 0, 0, 0, 0, 13, 2 
0.000000, 6, 0, 0, 0, 0, 13, 3 
0.000000, 6, 0, 0, 0, 0, 14, 3 
0.000000, 8, 0, 0, 0, 0, 14, 4 
0.000000, 8, 0, 0, 0, 0, 15, 4 
0.000000, 8, 0, 0, 0, 0, 16, 4 
0.000000, 10, 0, 0, 0, 0, 16, 5 
0.000000, 10, 0, 0, 0, 0, 17, 5 
0.000000, 10, 0, 0, 0, 0, 18, 5 
0.000000, 10, 0, 0, 0, 0, 19, 5 
0.000000, 12, 0, 0, 0, 0, 19, 6 
0.000000, 12, 0, 0, 0, 0, 20, 6 
0.000000, 14, 0, 0, 0, 0, 20, 7 
0.000000, 14, 0, 0, 0, 0, 21, 7 
0.000000, 14, 0, 0, 0, 0, 22, 7 
0.000000, 16, 0, 0, 0, 0, 22, 8 
0.000000, 16, 0, 0, 0, 0, 23, 8 
0.000000, 18, 0, 0, 0, 0, 23, 9 
0.000000, 18, 0, 0, 0, 0, 24, 9 
0.000000, 18, 0, 0, 0, 0, 25, 9 
0.000000, 18, 0, 0, 0, 0, 26, 9 
0.000000, 20, 0, 0, 0, 0, 26, 10 
0.000000, 20, 0, 0, 0, 0, 27, 10 
0.000000, 20, 0, 0, 0, 0, 28, 10 
0.000000, 20, 0, 0, 0, 0, 29, 10 
0.000000, 22, 0, 0, 0, 0, 29, 11 
0.000000, 22, 0, 0, 0, 0, 30, 11 
0.000000, 22, 0, 0, 0, 0, 31, 11 
0.000000, 24, 0, 0, 0, 0, 31, 12 
0.000000, 24, 0, 0, 0, 0, 32, 12 
0.000000, 26, 0, 0, 0, 0, 32, 13 
0.000000, 26, 0, 0, 0, 0, 33, 13 
0.000000, 28, 0, 0, 0, 0, 33, 14 
0.000000, 28, 0, 0, 0, 0, 34, 14 
0.000000, 28, 0, 0, 0, 0, 35, 14 
0.000000, 30, 0, 0, 0, 0, 35, 15 
0.000000, 30, 0, 0, 0, 0, 36, 15 
0.000000, 30, 0, 0, 0, 0, 37, 15 
0.000000, 32, 0, 0, 0, 0, 37, 16 
0.000000, 32, 0, 0, 0, 0, 38, 16 
0.000000, 32, 0, 0, 0, 0, 39, 16 
0.000000, 34, 0, 0, 0, 0, 39, 17 
0.000000, 34, 0, 0, 0, 0, 40, 17 
0.000000, 34, 0, 0, 0, 0, 41, 17 
0.000000, 36, 0, 0, 0, 0, 41, 18 
0.000000, 36, 0, 0, 0, 0, 42, 18 
0.000000, 38, 0, 0, 0, 0, 42, 19 
0.000000, 38, 0, 0, 0, 0, 43, 19 
0.000000, 38, 0, 0, 0, 0, 44, 19 
0.000000, 38, 0, 0, 0, 0, 45, 19 
0.000000, 38, 0, 0, 0, 0, 46, 19 
0.000000, 38, 0, 0, 0, 0, 47, 19 
0.000000, 40, 0, 0, 0, 0, 47, 20 
0.000000, 40, 0, 0, 0, 0, 48, 20 
0.000000, 40, 0, 0, 0, 0, 49, 20 
0.000000, 42, 0, 0, 0, 0, 49, 21 
0.000000, 42, 0, 0, 0, 0, 50, 21 
0.000000, 42, 0, 0, 0, 0, 51, 21 
0.000000, 44, 0, 0, 0, 0, 51, 22 
0.000000, 44, 0, 0, 0, 0, 52, 22 
0.000000, 46, 0, 0, 0, 0, 52, 23 
0.000000, 46, 0, 0, 0, 0, 53, 23 
0.000000, 46, 0, 0, 0, 0, 54, 23 
0.000000, 46, 0, 0, 0, 0, 55, 23 
0.000000, 46, 0, 0, 0, 0, 56, 23 
0.000000, 46, 0, 0, 0, 0, 57, 23 
0.000000, 48, 0, 0, 0, 0, 57, 24 
0.000000, 48, 0, 0, 0, 0, 58, 24 
0.000000, 48, 0, 0, 0, 0, 59, 24 
0.000000, 48, 0, 0, 0, 0, 60, 24 
0.000000, 50, 0, 0, 0, 0, 60, 25 
0.000000, 50, 0, 0, 0, 0, 61, 25 
0.000000, 50, 0, 0, 0, 0, 62, 25 
0.000000, 52, 0, 0, 0, 0, 62, 26 
0.000000, 52, 0, 0, 0, 0, 63, 26 
0.000000, 54, 0, 0, 0, 0, 63, 27 
0.000000, 54, 0, 0, 0, 0, 64, 27 
0.000000, 54, 0, 0, 0, 0, 65, 27 
0.000000, 56, 0, 0, 0, 0, 65, 28 
0.000000, 56, 0, 0, 0, 0, 66, 28 
0.000000, 56, 0, 0, 0, 0, 67, 28 
0.000000, 58, 0, 0, 0, 0, 67, 29 
0.000000, 58, 0, 0, 0, 0, 68, 29 
0.000000, 58, 0, 0, 0, 0, 69, 29 
0.000000, 58, 0, 0, 0, 0, 70, 29 
0.000000, 58, 0, 0, 0, 0, 71, 29 
0.000000, 58, 0, 0, 0, 0, 72, 29 
0.000000, 60, 0, 0, 0, 0, 72, 30 
0.000000, 60, 0, 0, 0, 0, 73, 30 
0.000000, 60, 0, 0, 0, 0, 74, 30 
0.000000, 62, 0, 0, 0, 0, 74, 31 
0.000000, 62, 0, 0, 0, 0, 75, 31 
0.000000, 62, 0, 0, 0, 0, 76, 31 
0.000000, 62, 0, 0, 0, 0, 77, 31 
0.000000, 62, 0, 0, 0, 0, 78, 31 
0.000000, 62, 0, 0, 0, 0, 79, 31 
0.000000, 62, 0, 0, 0, 0, 80, 31 
0.000000, 64, 0, 0, 0, 0, 80, 32 
0.000000, 64, 0, 0, 0, 0, 81, 32 
0.000000, 66, 0, 0, 0, 0, 81, 33 
0.000000, 66, 0, 0, 0, 0, 82, 33 
0.000000, 66, 0, 0, 0, 0, 83, 33 
0.000000, 66, 0, 0, 0, 0, 84, 33 
0.000000, 66, 0, 0, 0, 0, 85, 33 
0.000000, 66, 0, 0, 0, 0, 86, 33 
