Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 2, 0, 0, 0, 0, 1, 1 
0.000000, 2, 0, 0, 0, 0, 2, 1 
0.000000, 2, 0, 0, 0, 0, 3, 1 
0.000000, 2, 0, 0, 0, 0, 4, 1 
0.000000, 2, 0, 0, 0, 0, 5, 1 
0.000000, 4, 0, 0, 0, 0, 5, 2 
0.000000, 4, 0, 0, 0, 0, 6, 2 
0.000000, 4, 0, 0, 0, 0, 7, 2 
0.000000, 4, 0, 0, 0, 0, 8, 2 
0.000000, 6, 0, 0, 0, 0, 8, 3 
0.000000, 6, 0, 0, 0, 0, 9, 3 
0.000000, 8, 0, 0, 0, 0, 9, 4 
0.000000, 8, 0, 0, 0, 0, 10, 4 
0.000000, 8, 0, 0, 0, 0, 11, 4 
0.000000, 8, 0, 0, 0, 0, 12, 4 
0.000000, 8, 0, 0, 0, 0, 13, 4 
0.000000, 10, 0, 0, 0, 0, 13, 5 
0.000000, 10, 0, 0, 0, 0, 14, 5 
0.000000, 10, 0, 0, 0, 0, 15, 5 
0.000000, 10, 0, 0, 0, 0, 16, 5 
0.000000, 10, 0, 0, 0, 0, 17, 5 
0.000000, 12, 0, 0, 0, 0, 17, 6 
0.000000, 12, 0, 0, 0, 0, 18, 6 
0.000000, 12, 0, 0, 0, 0, 19, 6 
0.000000, 14, 0, 0, 0, 0, 19, 7 
0.000000, 14, 0, 0, 0, 0, 20, 7 
0.000000, 16, 0, 0, 0, 0, 20, 8 
0.000000, 16, 0, 0, 0, 0, 21, 8 
0.000000, 16, 0, 0, 0, 0, 22, 8 
0.000000, 16, 0, 0, 0, 0, 23, 8 
0.000000, 16, 0, 0, 0, 0, 24, 8 
0.000000, 18, 0, 0, 0, 0, 24, 9 
0.000000, 18, 0, 0, 0, 0, 25, 9 
0.000000, 20, 0, 0, 0, 0, 25, 10 
0.000000, 20, 0, 0, 0, 0, 26, 10 
0.000000, 20, 0, 0, 0, 0, 27, 10 
0.000000, 20, 0, 0, 0, 0, 28, 10 
0.000000, 20, 0, 0, 0, 0, 29, 10 
0.000000, 20, 0, 0, 0, 0, 30, 10 
0.000000, 22, 0, 0, 0, 0, 30, 11 
0.000000, 22, 0, 0, 0, 0, 31, 11 
0.000000, 24, 0, 0, 0, 0, 31, 12 
0.000000, 24, 0, 0, 0, 0, 32, 12 
0.000000, 26, 0, 0, 0, 0, 32, 13 
0.000000, 26, 0, 0, 0, 0, 33, 13 
0.000000, 26, 0, 0, 0, 0, 34, 13 
0.000000, 28, 0, 0, 0, 0, 34, 14 
0.000000, 28, 0, 0, 0, 0, 35, 14 
0.000000, 28, 0, 0, 0, 0, 36, 14 
0.000000, 28, 0, 0, 0, 0, 37, 14 
0.000000, 28, 0, 0, 0, 0, 38, 14 
0.000000, 30, 0, 0, 0, 0, 38, 15 
0.000000, 30, 0, 0, 0, 0, 39, 15 
0.000000, 30, 0, 0, 0, 0, 40, 15 
0.000000, 32, 0, 0, 0, 0, 40, 16 
0.000000, 32, 0, 0, 0, 0, 41, 16 
0.000000, 32, 0, 0, 0, 0, 42, 16 
0.000000, 34, 0, 0, 0, 0, 42, 17 
0.000000, 34, 0, 0, 0, 0, 43, 17 
