Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 2, 0, 0, 0, 0, 1, 1 
0.000000, 2, 0, 0, 0, 0, 2, 1 
0.000000, 2, 0, 0, 0, 0, 3, 1 
0.000000, 4, 0, 0, 0, 0, 3, 2 
0.000000, 4, 0, 0, 0, 0, 4, 2 
0.000000, 6, 0, 0, 0, 0, 4, 3 
0.000000, 5, 1, 0, 1, 0, 4, 3 
0.000000, 5, 1, 0, 1, 0, 5, 3 
0.000000, 7, 1, 0, 1, 0, 5, 4 
0.000000, 7, 1, 0, 1, 0, 6, 4 
0.000000, 9, 1, 0, 1, 0, 6, 5 
0.000000, 9, 1, 0, 1, 0, 7, 5 
0.000000, 11, 1, 0, 1, 0, 7, 6 
0.000000, 11, 1, 0, 1, 0, 8, 6 
0.000000, 13, 1, 0, 1, 0, 8, 7 
0.000000, 13, 1, 0, 1, 0, 9, 7 
0.000000, 15, 1, 0, 1, 0, 9, 8 
0.000000, 15, 1, 0, 1, 0, 10, 8 
0.000000, 15, 1, 0, 1, 0, 11, 8 
0.000000, 15, 1, 0, 1, 0, 12, 8 
0.000000, 17, 1, 0, 1, 0, 12, 9 
0.000000, 17, 1, 0, 1, 0, 13, 9 
0.000000, 19, 1, 0, 1, 0, 13, 10 
0.000000, 19, 1, 0, 1, 0, 14, 10 
0.000000, 21, 1, 0, 1, 0, 14, 11 
0.000000, 21, 1, 0, 1, 0, 15, 11 
0.000000, 23, 1, 0, 1, 0, 15, 12 
0.000000, 23, 1, 0, 1, 0, 16, 12 
0.000000, 25, 1, 0, 1, 0, 16, 13 
0.000000, 25, 1, 0, 1, 0, 17, 13 
0.000000, 27, 1, 0, 1, 0, 17, 14 
0.000000, 27, 1, 0, 1, 0, 18, 14 
0.000000, 27, 1, 0, 1, 0, 19, 14 
0.000000, 29, 1, 0, 1, 0, 19, 15 
0.000000, 29, 1, 0, 1, 0, 20, 15 
0.000000, 31, 1, 0, 1, 0, 20, 16 
0.000000, 31, 1, 0, 1, 0, 21, 16 
0.000000, 33, 1, 0, 1, 0, 21, 17 
0.000000, 33, 1, 0, 1, 0, 22, 17 
0.000000, 33, 1, 0, 1, 0, 23, 17 
0.000000, 35, 1, 0, 1, 0, 23, 18 
0.000000, 35, 1, 0, 1, 0, 24, 18 
0.000000, 35, 1, 0, 1, 0, 25, 18 
0.000000, 37, 1, 0, 1, 0, 25, 19 
0.000000, 37, 1, 0, 1, 0, 26, 19 
0.000000, 39, 1, 0, 1, 0, 26, 20 
0.000000, 39, 1, 0, 1, 0, 27, 20 
0.000000, 41, 1, 0, 1, 0, 27, 21 
0.000000, 41, 1, 0, 1, 0, 28, 21 
0.000000, 43, 1, 0, 1, 0, 28, 22 
0.000000, 43, 1, 0, 1, 0, 29, 22 
0.000000, 45, 1, 0, 1, 0, 29, 23 
0.000000, 45, 1, 0, 1, 0, 30, 23 
0.000000, 47, 1, 0, 1, 0, 30, 24 
0.000000, 47, 1, 0, 1, 0, 31, 24 
0.000000, 49, 1, 0, 1, 0, 31, 25 
0.000000, 49, 1, 0, 1, 0, 32, 25 
0.000000, 51, 1, 0, 1, 0, 32, 26 
0.000000, 51, 1, 0, 1, 0, 33, 26 
